country,track,topic_tags,priority,source_type,source_title,source_url,resource_title,resource_url,resource_class,language,notes,access_model,verification_status,free_resource
Indonesia,DM,discrete mathematics;algorithms;programming;logic;problem-solving;contest;ICPC,A,BINUS University organiser-hosted ICPC regional contest archive,BINUS University — ICPC Asia Jakarta Regional Contest 2021,https://competition.binus.ac.id/icpc2021/,ICPC Asia Jakarta 2021 — Problem A (Official English PDF),https://competition.binus.ac.id/icpc2021/A.pdf,Programming contest problem paper,English,"Direct, organiser-hosted English ICPC Asia Jakarta 2021 problem PDF from BINUS University. Individual access, PDF type, first-page statement cues, and URL uniqueness were checked before promotion.",Free public PDF,HTTP 200 · verified 2026-08-15,Yes
Indonesia,DM,discrete mathematics;algorithms;programming;logic;problem-solving;contest;ICPC,A,BINUS University organiser-hosted ICPC regional contest archive,BINUS University — ICPC Asia Jakarta Regional Contest 2021,https://competition.binus.ac.id/icpc2021/,ICPC Asia Jakarta 2021 — Problem B (Official English PDF),https://competition.binus.ac.id/icpc2021/B.pdf,Programming contest problem paper,English,"Direct, organiser-hosted English ICPC Asia Jakarta 2021 problem PDF from BINUS University. Individual access, PDF type, first-page statement cues, and URL uniqueness were checked before promotion.",Free public PDF,HTTP 200 · verified 2026-08-15,Yes
Indonesia,DM,discrete mathematics;algorithms;programming;logic;problem-solving;contest;ICPC,A,BINUS University organiser-hosted ICPC regional contest archive,BINUS University — ICPC Asia Jakarta Regional Contest 2021,https://competition.binus.ac.id/icpc2021/,ICPC Asia Jakarta 2021 — Problem D (Official English PDF),https://competition.binus.ac.id/icpc2021/D.pdf,Programming contest problem paper,English,"Direct, organiser-hosted English ICPC Asia Jakarta 2021 problem PDF from BINUS University. Individual access, PDF type, first-page statement cues, and URL uniqueness were checked before promotion.",Free public PDF,HTTP 200 · verified 2026-08-15,Yes
Indonesia,DM,discrete mathematics;algorithms;programming;logic;problem-solving;contest;ICPC,A,BINUS University organiser-hosted ICPC regional contest archive,BINUS University — ICPC Asia Jakarta Regional Contest 2021,https://competition.binus.ac.id/icpc2021/,ICPC Asia Jakarta 2021 — Problem E (Official English PDF),https://competition.binus.ac.id/icpc2021/E.pdf,Programming contest problem paper,English,"Direct, organiser-hosted English ICPC Asia Jakarta 2021 problem PDF from BINUS University. Individual access, PDF type, first-page statement cues, and URL uniqueness were checked before promotion.",Free public PDF,HTTP 200 · verified 2026-08-15,Yes
Indonesia,DM,discrete mathematics;algorithms;programming;logic;problem-solving;contest;ICPC,A,BINUS University organiser-hosted ICPC regional contest archive,BINUS University — ICPC Asia Jakarta Regional Contest 2021,https://competition.binus.ac.id/icpc2021/,ICPC Asia Jakarta 2021 — Problem F (Official English PDF),https://competition.binus.ac.id/icpc2021/F.pdf,Programming contest problem paper,English,"Direct, organiser-hosted English ICPC Asia Jakarta 2021 problem PDF from BINUS University. Individual access, PDF type, first-page statement cues, and URL uniqueness were checked before promotion.",Free public PDF,HTTP 200 · verified 2026-08-15,Yes
Indonesia,DM,discrete mathematics;algorithms;programming;logic;problem-solving;contest;ICPC,A,BINUS University organiser-hosted ICPC regional contest archive,BINUS University — ICPC Asia Jakarta Regional Contest 2021,https://competition.binus.ac.id/icpc2021/,ICPC Asia Jakarta 2021 — Problem G (Official English PDF),https://competition.binus.ac.id/icpc2021/G.pdf,Programming contest problem paper,English,"Direct, organiser-hosted English ICPC Asia Jakarta 2021 problem PDF from BINUS University. Individual access, PDF type, first-page statement cues, and URL uniqueness were checked before promotion.",Free public PDF,HTTP 200 · verified 2026-08-15,Yes
Indonesia,DM,discrete mathematics;algorithms;programming;logic;problem-solving;contest;ICPC,A,BINUS University organiser-hosted ICPC regional contest archive,BINUS University — ICPC Asia Jakarta Regional Contest 2021,https://competition.binus.ac.id/icpc2021/,ICPC Asia Jakarta 2021 — Problem H (Official English PDF),https://competition.binus.ac.id/icpc2021/H.pdf,Programming contest problem paper,English,"Direct, organiser-hosted English ICPC Asia Jakarta 2021 problem PDF from BINUS University. Individual access, PDF type, first-page statement cues, and URL uniqueness were checked before promotion.",Free public PDF,HTTP 200 · verified 2026-08-15,Yes
Indonesia,DM,discrete mathematics;algorithms;programming;logic;problem-solving;contest;ICPC,A,BINUS University organiser-hosted ICPC regional contest archive,BINUS University — ICPC Asia Jakarta Regional Contest 2021,https://competition.binus.ac.id/icpc2021/,ICPC Asia Jakarta 2021 — Problem I (Official English PDF),https://competition.binus.ac.id/icpc2021/I.pdf,Programming contest problem paper,English,"Direct, organiser-hosted English ICPC Asia Jakarta 2021 problem PDF from BINUS University. Individual access, PDF type, first-page statement cues, and URL uniqueness were checked before promotion.",Free public PDF,HTTP 200 · verified 2026-08-15,Yes
Indonesia,DM,discrete mathematics;algorithms;programming;logic;problem-solving;contest;ICPC,A,BINUS University organiser-hosted ICPC regional contest archive,BINUS University — ICPC Asia Jakarta Regional Contest 2021,https://competition.binus.ac.id/icpc2021/,ICPC Asia Jakarta 2021 — Problem J (Official English PDF),https://competition.binus.ac.id/icpc2021/J.pdf,Programming contest problem paper,English,"Direct, organiser-hosted English ICPC Asia Jakarta 2021 problem PDF from BINUS University. Individual access, PDF type, first-page statement cues, and URL uniqueness were checked before promotion.",Free public PDF,HTTP 200 · verified 2026-08-15,Yes
Indonesia,DM,discrete mathematics;algorithms;programming;logic;problem-solving;contest;ICPC,A,BINUS University organiser-hosted ICPC regional contest archive,BINUS University — ICPC Asia Jakarta Regional Contest 2021,https://competition.binus.ac.id/icpc2021/,ICPC Asia Jakarta 2021 — Problem K (Official English PDF),https://competition.binus.ac.id/icpc2021/K.pdf,Programming contest problem paper,English,"Direct, organiser-hosted English ICPC Asia Jakarta 2021 problem PDF from BINUS University. Individual access, PDF type, first-page statement cues, and URL uniqueness were checked before promotion.",Free public PDF,HTTP 200 · verified 2026-08-15,Yes
Indonesia,DM,discrete mathematics;algorithms;programming;logic;problem-solving;contest;ICPC,A,BINUS University organiser-hosted ICPC regional contest archive,BINUS University — ICPC Asia Jakarta Regional Contest 2021,https://competition.binus.ac.id/icpc2021/,ICPC Asia Jakarta 2021 — Problem L (Official English PDF),https://competition.binus.ac.id/icpc2021/L.pdf,Programming contest problem paper,English,"Direct, organiser-hosted English ICPC Asia Jakarta 2021 problem PDF from BINUS University. Individual access, PDF type, first-page statement cues, and URL uniqueness were checked before promotion.",Free public PDF,HTTP 200 · verified 2026-08-15,Yes
Indonesia,DM,discrete mathematics;algorithms;programming;logic;problem-solving;contest;ICPC,A,BINUS University organiser-hosted ICPC regional contest archive,BINUS University — ICPC Asia Jakarta Regional Contest 2021,https://competition.binus.ac.id/icpc2021/,ICPC Asia Jakarta 2021 — Problem M (Official English PDF),https://competition.binus.ac.id/icpc2021/M.pdf,Programming contest problem paper,English,"Direct, organiser-hosted English ICPC Asia Jakarta 2021 problem PDF from BINUS University. Individual access, PDF type, first-page statement cues, and URL uniqueness were checked before promotion.",Free public PDF,HTTP 200 · verified 2026-08-15,Yes
