country,track,topic_tags,priority,source_type,source_title,source_url,resource_title,resource_url,resource_class,language,notes,access_model,verification_status,free_resource
Netherlands,GA,general aptitude;mathematical reasoning;algebra;geometry;combinatorics;number theory;Olympiad;contest;problem solving,A,International mathematics Olympiad archive,Benelux Mathematical Olympiad (BxMO) — official problems archive,https://bxmo.org/edition/2009,BxMO 2009 — Benelux Mathematical Olympiad — official problems (English),https://bxmo.org/problems/bxmo-problems-2009-en.pdf,Olympiad problem,English,"Official BxMO archive (Benelux contest organized by NL/BE/LU); English problems PDF with 4 substantive problems (functional equations, algebra, geometry, combinatorics, number theory)",Free public PDF,HTTP 200 · verified 2026-08-24,yes
Netherlands,GA,general aptitude;mathematical reasoning;algebra;geometry;combinatorics;number theory;Olympiad;contest;problem solving,A,International mathematics Olympiad archive,Benelux Mathematical Olympiad (BxMO) — official problems archive,https://bxmo.org/edition/2010,BxMO 2010 — Benelux Mathematical Olympiad — official problems (English),https://bxmo.org/problems/bxmo-problems-2010-en.pdf,Olympiad problem,English,"Official BxMO archive (Benelux contest organized by NL/BE/LU); English problems PDF with 4 substantive problems (functional equations, algebra, geometry, combinatorics, number theory)",Free public PDF,HTTP 200 · verified 2026-08-24,yes
Netherlands,GA,general aptitude;mathematical reasoning;algebra;geometry;combinatorics;number theory;Olympiad;contest;problem solving,A,International mathematics Olympiad archive,Benelux Mathematical Olympiad (BxMO) — official problems archive,https://bxmo.org/edition/2011,BxMO 2011 — Benelux Mathematical Olympiad — official problems (English),https://bxmo.org/problems/bxmo-problems-2011-en.pdf,Olympiad problem,English,"Official BxMO archive (Benelux contest organized by NL/BE/LU); English problems PDF with 4 substantive problems (functional equations, algebra, geometry, combinatorics, number theory)",Free public PDF,HTTP 200 · verified 2026-08-24,yes
Netherlands,GA,general aptitude;mathematical reasoning;algebra;geometry;combinatorics;number theory;Olympiad;contest;problem solving,A,International mathematics Olympiad archive,Benelux Mathematical Olympiad (BxMO) — official problems archive,https://bxmo.org/edition/2012,BxMO 2012 — Benelux Mathematical Olympiad — official problems (English),https://bxmo.org/problems/bxmo-problems-2012-en.pdf,Olympiad problem,English,"Official BxMO archive (Benelux contest organized by NL/BE/LU); English problems PDF with 4 substantive problems (functional equations, algebra, geometry, combinatorics, number theory)",Free public PDF,HTTP 200 · verified 2026-08-24,yes
Netherlands,GA,general aptitude;mathematical reasoning;algebra;geometry;combinatorics;number theory;Olympiad;contest;problem solving,A,International mathematics Olympiad archive,Benelux Mathematical Olympiad (BxMO) — official problems archive,https://bxmo.org/edition/2013,BxMO 2013 — Benelux Mathematical Olympiad — official problems (English),https://bxmo.org/problems/bxmo-problems-2013-en.pdf,Olympiad problem,English,"Official BxMO archive (Benelux contest organized by NL/BE/LU); English problems PDF with 4 substantive problems (functional equations, algebra, geometry, combinatorics, number theory)",Free public PDF,HTTP 200 · verified 2026-08-24,yes
Netherlands,GA,general aptitude;mathematical reasoning;algebra;geometry;combinatorics;number theory;Olympiad;contest;problem solving,A,International mathematics Olympiad archive,Benelux Mathematical Olympiad (BxMO) — official problems archive,https://bxmo.org/edition/2014,BxMO 2014 — Benelux Mathematical Olympiad — official problems (English),https://bxmo.org/problems/bxmo-problems-2014-en.pdf,Olympiad problem,English,"Official BxMO archive (Benelux contest organized by NL/BE/LU); English problems PDF with 4 substantive problems (functional equations, algebra, geometry, combinatorics, number theory)",Free public PDF,HTTP 200 · verified 2026-08-24,yes
Netherlands,GA,general aptitude;mathematical reasoning;algebra;geometry;combinatorics;number theory;Olympiad;contest;problem solving,A,International mathematics Olympiad archive,Benelux Mathematical Olympiad (BxMO) — official problems archive,https://bxmo.org/edition/2015,BxMO 2015 — Benelux Mathematical Olympiad — official problems (English),https://bxmo.org/problems/bxmo-problems-2015-en.pdf,Olympiad problem,English,"Official BxMO archive (Benelux contest organized by NL/BE/LU); English problems PDF with 4 substantive problems (functional equations, algebra, geometry, combinatorics, number theory)",Free public PDF,HTTP 200 · verified 2026-08-24,yes
Netherlands,GA,general aptitude;mathematical reasoning;algebra;geometry;combinatorics;number theory;Olympiad;contest;problem solving,A,International mathematics Olympiad archive,Benelux Mathematical Olympiad (BxMO) — official problems archive,https://bxmo.org/edition/2016,BxMO 2016 — Benelux Mathematical Olympiad — official problems (English),https://bxmo.org/problems/bxmo-problems-2016-en.pdf,Olympiad problem,English,"Official BxMO archive (Benelux contest organized by NL/BE/LU); English problems PDF with 4 substantive problems (functional equations, algebra, geometry, combinatorics, number theory)",Free public PDF,HTTP 200 · verified 2026-08-24,yes
Netherlands,GA,general aptitude;mathematical reasoning;algebra;geometry;combinatorics;number theory;Olympiad;contest;problem solving,A,International mathematics Olympiad archive,Benelux Mathematical Olympiad (BxMO) — official problems archive,https://bxmo.org/edition/2017,BxMO 2017 — Benelux Mathematical Olympiad — official problems (English),https://bxmo.org/problems/bxmo-problems-2017-en.pdf,Olympiad problem,English,"Official BxMO archive (Benelux contest organized by NL/BE/LU); English problems PDF with 4 substantive problems (functional equations, algebra, geometry, combinatorics, number theory)",Free public PDF,HTTP 200 · verified 2026-08-24,yes
Netherlands,GA,general aptitude;mathematical reasoning;algebra;geometry;combinatorics;number theory;Olympiad;contest;problem solving,A,International mathematics Olympiad archive,Benelux Mathematical Olympiad (BxMO) — official problems archive,https://bxmo.org/edition/2018,BxMO 2018 — Benelux Mathematical Olympiad — official problems (English),https://bxmo.org/problems/bxmo-problems-2018-en.pdf,Olympiad problem,English,"Official BxMO archive (Benelux contest organized by NL/BE/LU); English problems PDF with 4 substantive problems (functional equations, algebra, geometry, combinatorics, number theory)",Free public PDF,HTTP 200 · verified 2026-08-24,yes
Netherlands,GA,general aptitude;mathematical reasoning;algebra;geometry;combinatorics;number theory;Olympiad;contest;problem solving,A,International mathematics Olympiad archive,Benelux Mathematical Olympiad (BxMO) — official problems archive,https://bxmo.org/edition/2019,BxMO 2019 — Benelux Mathematical Olympiad — official problems (English),https://bxmo.org/problems/bxmo-problems-2019-en.pdf,Olympiad problem,English,"Official BxMO archive (Benelux contest organized by NL/BE/LU); English problems PDF with 4 substantive problems (functional equations, algebra, geometry, combinatorics, number theory)",Free public PDF,HTTP 200 · verified 2026-08-24,yes
